iteration,profile,site_mode,start_time,end_time,extracted_wpm,computed_wpm,extracted_accuracy,keystrokes_count,json_file
97,human_like,standard,2025-12-04T11:47:59.594718Z,2025-12-04T11:48:12.300129Z,46.0,89.28202172386173,54.0,59,run_20251204T114812_iter97.json
98,human_like,standard,2025-12-04T11:48:14.048612Z,2025-12-04T11:48:27.977796Z,34.0,84.33367962661696,46.0,57,run_20251204T114827_iter98.json
99,human_like,standard,2025-12-04T11:48:29.726588Z,2025-12-04T11:48:43.877086Z,22.0,87.4819796685963,28.0,67,run_20251204T114843_iter99.json
100,human_like,standard,2025-12-04T11:48:45.666698Z,2025-12-04T11:48:57.723689Z,82.0,91.41451665959613,91.0,54,run_20251204T114857_iter100.json
1,bot_obvious,standard,2025-12-04T14:40:12.701367Z,2025-12-04T14:40:21.130143Z,0.0,539.735299227116,100.0,45,run_20251204T144021_iter1.json
2,bot_obvious,standard,2025-12-04T14:40:22.942511Z,2025-12-04T14:40:30.985484Z,0.0,582.8740366601014,100.0,54,run_20251204T144030_iter2.json
3,bot_obvious,standard,2025-12-04T14:40:32.769629Z,2025-12-04T14:40:41.027078Z,0.0,524.2259947748116,100.0,62,run_20251204T144041_iter3.json
4,bot_obvious,standard,2025-12-04T14:40:42.721487Z,2025-12-04T14:40:50.944234Z,0.0,577.6722774440053,100.0,61,run_20251204T144050_iter4.json
5,bot_obvious,standard,2025-12-04T14:40:52.778645Z,2025-12-04T14:41:01.911929Z,0.0,536.8202220905042,100.0,61,run_20251204T144101_iter5.json
6,bot_obvious,standard,2025-12-04T14:41:04.170339Z,2025-12-04T14:41:12.063712Z,0.0,535.0892787375155,100.0,40,run_20251204T144112_iter6.json
7,bot_obvious,standard,2025-12-04T14:41:13.839223Z,2025-12-04T14:41:23.245926Z,0.0,485.8827848246793,100.0,44,run_20251204T144123_iter7.json
8,bot_obvious,standard,2025-12-04T14:41:25.352693Z,2025-12-04T14:41:34.601851Z,0.0,511.26525282509175,100.0,62,run_20251204T144134_iter8.json
9,bot_obvious,standard,2025-12-04T14:41:36.790010Z,2025-12-04T14:41:45.292185Z,0.0,532.4598551839175,100.0,49,run_20251204T144145_iter9.json
10,bot_obvious,standard,2025-12-04T14:41:47.062929Z,2025-12-04T14:41:56.511196Z,0.0,563.0717913452527,100.0,66,run_20251204T144156_iter10.json
11,bot_obvious,standard,2025-12-04T14:41:58.687731Z,2025-12-04T14:42:07.146603Z,0.0,541.513487633982,100.0,60,run_20251204T144207_iter11.json
12,bot_obvious,standard,2025-12-04T14:42:08.927692Z,2025-12-04T14:42:18.685355Z,0.0,560.2817468084138,100.0,67,run_20251204T144218_iter12.json
13,bot_obvious,standard,2025-12-04T14:42:20.933652Z,2025-12-04T14:42:29.445056Z,0.0,554.6949352301207,100.0,68,run_20251204T144229_iter13.json
14,bot_obvious,standard,2025-12-04T14:42:31.226698Z,2025-12-04T14:42:39.125553Z,0.0,510.0708571823216,100.0,54,run_20251204T144239_iter14.json
15,bot_obvious,standard,2025-12-04T14:42:40.861990Z,2025-12-04T14:42:48.955886Z,0.0,552.1512579430047,100.0,46,run_20251204T144248_iter15.json
16,bot_obvious,standard,2025-12-04T14:42:50.743829Z,2025-12-04T14:42:58.007776Z,0.0,606.6773059732795,100.0,50,run_20251204T144258_iter16.json
17,bot_obvious,standard,2025-12-04T14:42:59.710576Z,2025-12-04T14:43:07.619004Z,0.0,549.0777648332098,100.0,48,run_20251204T144307_iter17.json
18,bot_obvious,standard,2025-12-04T14:43:09.560837Z,2025-12-04T14:43:17.733636Z,0.0,550.1279914211165,100.0,54,run_20251204T144317_iter18.json
19,bot_obvious,standard,2025-12-04T14:43:19.528438Z,2025-12-04T14:43:25.396086Z,0.0,541.0306888780569,100.0,26,run_20251204T144325_iter19.json
20,bot_obvious,standard,2025-12-04T14:43:27.044218Z,2025-12-04T14:43:35.253006Z,0.0,538.0043641223119,100.0,51,run_20251204T144335_iter20.json
21,bot_obvious,standard,2025-12-04T14:43:37.079891Z,2025-12-04T14:43:46.103924Z,0.0,529.4126268246345,100.0,53,run_20251204T144346_iter21.json
22,bot_obvious,standard,2025-12-04T14:43:47.159514Z,2025-12-04T14:43:56.278988Z,0.0,554.0754619213758,100.0,43,run_20251204T144356_iter22.json
23,bot_obvious,standard,2025-12-04T14:43:58.541878Z,2025-12-04T14:44:06.357036Z,0.0,614.6225806057695,100.0,57,run_20251204T144406_iter23.json
24,bot_obvious,standard,2025-12-04T14:44:08.093148Z,2025-12-04T14:44:17.437138Z,0.0,539.407192217642,100.0,58,run_20251204T144417_iter24.json
25,bot_obvious,standard,2025-12-04T14:44:19.755205Z,2025-12-04T14:44:29.208090Z,0.0,641.2610327071565,100.0,51,run_20251204T144429_iter25.json
26,bot_obvious,standard,2025-12-04T14:44:31.511995Z,2025-12-04T14:44:39.733476Z,0.0,533.7731792710103,100.0,67,run_20251204T144439_iter26.json
27,bot_obvious,standard,2025-12-04T14:44:41.471249Z,2025-12-04T14:44:50.396936Z,0.0,562.7237936158152,100.0,50,run_20251204T144450_iter27.json
28,bot_obvious,standard,2025-12-04T14:44:52.741113Z,2025-12-04T14:45:00.786275Z,0.0,560.3875026970911,100.0,58,run_20251204T144500_iter28.json
29,bot_obvious,standard,2025-12-04T14:45:02.535704Z,2025-12-04T14:45:10.960807Z,0.0,552.0642394598063,100.0,68,run_20251204T144510_iter29.json
30,bot_obvious,standard,2025-12-04T14:45:12.781945Z,2025-12-04T14:45:22.016475Z,0.0,559.5528927979755,100.0,54,run_20251204T144522_iter30.json
31,bot_obvious,standard,2025-12-04T14:45:24.329583Z,2025-12-04T14:45:32.567974Z,0.0,559.6708208831865,100.0,67,run_20251204T144532_iter31.json
32,bot_obvious,standard,2025-12-04T14:45:34.371041Z,2025-12-04T14:45:42.652921Z,0.0,566.3947108499749,100.0,74,run_20251204T144542_iter32.json
33,bot_obvious,standard,2025-12-04T14:45:44.427417Z,2025-12-04T14:45:52.143436Z,0.0,565.9126433990076,100.0,40,run_20251204T144552_iter33.json
34,bot_obvious,standard,2025-12-04T14:45:53.935420Z,2025-12-04T14:46:02.847879Z,0.0,562.2738722493766,100.0,51,run_20251204T144602_iter34.json
35,bot_obvious,standard,2025-12-04T14:46:05.046987Z,2025-12-04T14:46:12.709957Z,0.0,703.3338534431907,100.0,47,run_20251204T144612_iter35.json
36,bot_obvious,standard,2025-12-04T14:46:14.553183Z,2025-12-04T14:46:23.052197Z,0.0,502.5538732493543,100.0,67,run_20251204T144623_iter36.json
37,bot_obvious,standard,2025-12-04T14:46:24.878473Z,2025-12-04T14:46:32.001363Z,0.0,540.118930045805,100.0,56,run_20251204T144632_iter37.json
38,bot_obvious,standard,2025-12-04T14:46:33.812218Z,2025-12-04T14:46:41.170013Z,0.0,520.6636284573628,100.0,42,run_20251204T144641_iter38.json
39,bot_obvious,standard,2025-12-04T14:46:42.943881Z,2025-12-04T14:46:49.546249Z,0.0,483.57473487848,100.0,50,run_20251204T144649_iter39.json
40,bot_obvious,standard,2025-12-04T14:46:51.377373Z,2025-12-04T14:46:59.327858Z,0.0,484.0068496572474,100.0,41,run_20251204T144659_iter40.json
41,bot_obvious,standard,2025-12-04T14:47:01.242428Z,2025-12-04T14:47:09.797903Z,0.0,552.3819659488231,100.0,70,run_20251204T144709_iter41.json
42,bot_obvious,standard,2025-12-04T14:47:11.557060Z,2025-12-04T14:47:18.772203Z,0.0,543.6083296841847,100.0,68,run_20251204T144718_iter42.json
43,bot_obvious,standard,2025-12-04T14:47:20.664828Z,2025-12-04T14:47:27.322198Z,0.0,518.4708649104681,100.0,40,run_20251204T144727_iter43.json
44,bot_obvious,standard,2025-12-04T14:47:29.055060Z,2025-12-04T14:47:37.149101Z,0.0,560.7021166285308,100.0,63,run_20251204T144737_iter44.json
45,bot_obvious,standard,2025-12-04T14:47:38.986938Z,2025-12-04T14:47:49.054055Z,0.0,586.6759877449579,100.0,64,run_20251204T144749_iter45.json
46,bot_obvious,standard,2025-12-04T14:47:51.389859Z,2025-12-04T14:47:58.903579Z,0.0,478.23077595829494,100.0,44,run_20251204T144758_iter46.json
47,bot_obvious,standard,2025-12-04T14:48:00.579338Z,2025-12-04T14:48:10.281923Z,0.0,465.1969347964036,100.0,64,run_20251204T144810_iter47.json
48,bot_obvious,standard,2025-12-04T14:48:12.620182Z,2025-12-04T14:48:23.217248Z,0.0,470.10024887755566,100.0,67,run_20251204T144823_iter48.json
49,bot_obvious,standard,2025-12-04T14:48:25.460181Z,2025-12-04T14:48:32.325782Z,0.0,521.4040742359232,100.0,60,run_20251204T144832_iter49.json
50,bot_obvious,standard,2025-12-04T14:48:34.153531Z,2025-12-04T14:48:42.442083Z,0.0,490.2526877900647,100.0,51,run_20251204T144842_iter50.json
51,bot_obvious,standard,2025-12-04T14:48:44.245070Z,2025-12-04T14:48:50.896227Z,0.0,507.7519471341907,100.0,40,run_20251204T144850_iter51.json
52,bot_obvious,standard,2025-12-04T14:48:52.711611Z,2025-12-04T14:49:00.727763Z,0.0,523.9299384040237,100.0,51,run_20251204T144900_iter52.json
53,bot_obvious,standard,2025-12-04T14:49:02.580853Z,2025-12-04T14:49:10.739521Z,0.0,502.46448295127203,100.0,55,run_20251204T144910_iter53.json
54,bot_obvious,standard,2025-12-04T14:49:12.540503Z,2025-12-04T14:49:21.487192Z,0.0,512.0085070857907,100.0,60,run_20251204T144921_iter54.json
55,bot_obvious,standard,2025-12-04T14:49:23.852975Z,2025-12-04T14:49:32.091986Z,0.0,498.89741301465386,100.0,60,run_20251204T144932_iter55.json
56,bot_obvious,standard,2025-12-04T14:49:33.882947Z,2025-12-04T14:49:42.938579Z,0.0,520.926059875297,100.0,64,run_20251204T144942_iter56.json
57,bot_obvious,standard,2025-12-04T14:49:45.155637Z,2025-12-04T14:49:53.687783Z,0.0,582.9190913902851,100.0,64,run_20251204T144953_iter57.json
58,bot_obvious,standard,2025-12-04T14:49:55.497254Z,2025-12-04T14:50:02.302768Z,0.0,615.1364173243813,100.0,42,run_20251204T145002_iter58.json
59,bot_obvious,standard,2025-12-04T14:50:03.984904Z,2025-12-04T14:50:12.763016Z,0.0,512.9318399263367,100.0,51,run_20251204T145012_iter59.json
60,bot_obvious,standard,2025-12-04T14:50:14.560390Z,2025-12-04T14:50:22.617676Z,0.0,462.4797103438654,100.0,49,run_20251204T145022_iter60.json
61,bot_obvious,standard,2025-12-04T14:50:24.460820Z,2025-12-04T14:50:32.751336Z,0.0,508.28547884115113,100.0,65,run_20251204T145032_iter61.json
62,bot_obvious,standard,2025-12-04T14:50:34.492793Z,2025-12-04T14:50:42.935077Z,0.0,504.599320370542,100.0,61,run_20251204T145042_iter62.json
63,bot_obvious,standard,2025-12-04T14:50:44.817244Z,2025-12-04T14:50:53.202888Z,0.0,480.68127869958306,100.0,60,run_20251204T145053_iter63.json
64,bot_obvious,standard,2025-12-04T14:50:54.914159Z,2025-12-04T14:51:02.831985Z,0.0,590.6025715074913,100.0,63,run_20251204T145102_iter64.json
65,bot_obvious,standard,2025-12-04T14:51:04.478124Z,2025-12-04T14:51:13.628741Z,0.0,531.7174921648276,100.0,51,run_20251204T145113_iter65.json
66,bot_obvious,standard,2025-12-04T14:51:15.678719Z,2025-12-04T14:51:22.258137Z,0.0,687.4968993306925,100.0,46,run_20251204T145122_iter66.json
67,bot_obvious,standard,2025-12-04T14:51:23.825325Z,2025-12-04T14:51:30.203165Z,0.0,706.688366699575,100.0,51,run_20251204T145130_iter67.json
68,bot_obvious,standard,2025-12-04T14:51:31.943665Z,2025-12-04T14:51:38.701707Z,0.0,494.2236795257622,100.0,54,run_20251204T145138_iter68.json
69,bot_obvious,standard,2025-12-04T14:51:40.418355Z,2025-12-04T14:51:49.758062Z,0.0,500.4561385792049,100.0,64,run_20251204T145149_iter69.json
70,bot_obvious,standard,2025-12-04T14:51:52.018158Z,2025-12-04T14:52:00.489772Z,0.0,609.5447558627342,100.0,67,run_20251204T145200_iter70.json
71,bot_obvious,standard,2025-12-04T14:52:02.187711Z,2025-12-04T14:52:08.937573Z,0.0,524.5861154892423,100.0,54,run_20251204T145208_iter71.json
72,bot_obvious,standard,2025-12-04T14:52:10.759923Z,2025-12-04T14:52:19.079670Z,0.0,513.6969671800699,100.0,58,run_20251204T145219_iter72.json
73,bot_obvious,standard,2025-12-04T14:52:20.915518Z,2025-12-04T14:52:28.257649Z,0.0,526.5454212940317,100.0,54,run_20251204T145228_iter73.json
74,bot_obvious,standard,2025-12-04T14:52:30.017298Z,2025-12-04T14:52:38.056848Z,0.0,470.0997648219586,100.0,44,run_20251204T145238_iter74.json
75,bot_obvious,standard,2025-12-04T14:52:39.856948Z,2025-12-04T14:52:49.680602Z,0.0,499.46703208736574,100.0,45,run_20251204T145249_iter75.json
76,bot_obvious,standard,2025-12-04T14:52:51.937912Z,2025-12-04T14:53:00.274247Z,0.0,613.5944766042539,100.0,68,run_20251204T145300_iter76.json
77,bot_obvious,standard,2025-12-04T14:53:02.093471Z,2025-12-04T14:53:10.257225Z,0.0,514.9928126567895,100.0,57,run_20251204T145310_iter77.json
78,bot_obvious,standard,2025-12-04T14:53:12.012472Z,2025-12-04T14:53:20.137683Z,0.0,490.2478407004353,100.0,43,run_20251204T145320_iter78.json
79,bot_obvious,standard,2025-12-04T14:53:22.032085Z,2025-12-04T14:53:33.058450Z,0.0,464.2383566300086,100.0,54,run_20251204T145333_iter79.json
80,bot_obvious,standard,2025-12-04T14:53:35.292402Z,2025-12-04T14:53:44.112252Z,0.0,483.82699494249783,100.0,57,run_20251204T145344_iter80.json
81,bot_obvious,standard,2025-12-04T14:53:46.549196Z,2025-12-04T14:53:54.950873Z,0.0,521.241802703099,100.0,57,run_20251204T145354_iter81.json
82,bot_obvious,standard,2025-12-04T14:53:56.786711Z,2025-12-04T14:54:05.759026Z,0.0,522.0299681991482,100.0,69,run_20251204T145405_iter82.json
83,bot_obvious,standard,2025-12-04T14:54:07.968836Z,2025-12-04T14:54:18.532975Z,0.0,483.00379499208293,100.0,61,run_20251204T145418_iter83.json
84,bot_obvious,standard,2025-12-04T14:54:20.890975Z,2025-12-04T14:54:28.850151Z,0.0,455.70064509453306,100.0,42,run_20251204T145428_iter84.json
85,bot_obvious,standard,2025-12-04T14:54:30.562282Z,2025-12-04T14:54:39.671704Z,0.0,526.2265586809913,100.0,49,run_20251204T145439_iter85.json
86,bot_obvious,standard,2025-12-04T14:54:41.886799Z,2025-12-04T14:54:50.151530Z,0.0,470.75076104769613,100.0,46,run_20251204T145450_iter86.json
87,bot_obvious,standard,2025-12-04T14:54:51.930499Z,2025-12-04T14:55:00.787845Z,0.0,512.299445863437,100.0,50,run_20251204T145500_iter87.json
88,bot_obvious,standard,2025-12-04T14:55:03.204866Z,2025-12-04T14:55:09.870100Z,0.0,551.4787653382164,100.0,57,run_20251204T145509_iter88.json
89,bot_obvious,standard,2025-12-04T14:55:11.636800Z,2025-12-04T14:55:21.489423Z,0.0,499.97318107610846,100.0,46,run_20251204T145521_iter89.json
90,bot_obvious,standard,2025-12-04T14:55:23.844070Z,2025-12-04T14:55:32.363368Z,0.0,505.40122116026913,100.0,65,run_20251204T145532_iter90.json
91,bot_obvious,standard,2025-12-04T14:55:34.239608Z,2025-12-04T14:55:41.010083Z,0.0,503.84494833855575,100.0,62,run_20251204T145541_iter91.json
92,bot_obvious,standard,2025-12-04T14:55:42.840064Z,2025-12-04T14:55:51.106309Z,0.0,480.1159493472552,100.0,47,run_20251204T145551_iter92.json
93,bot_obvious,standard,2025-12-04T14:55:52.912977Z,2025-12-04T14:56:01.099757Z,0.0,497.8686789874954,100.0,49,run_20251204T145601_iter93.json
94,bot_obvious,standard,2025-12-04T14:56:02.827049Z,2025-12-04T14:56:11.237431Z,0.0,506.0373630002159,100.0,57,run_20251204T145611_iter94.json
95,bot_obvious,standard,2025-12-04T14:56:13.039068Z,2025-12-04T14:56:21.028256Z,0.0,498.53205723960644,100.0,47,run_20251204T145621_iter95.json
96,bot_obvious,standard,2025-12-04T14:56:22.847994Z,2025-12-04T14:56:32.250389Z,0.0,499.526737154124,100.0,51,run_20251204T145632_iter96.json
97,bot_obvious,standard,2025-12-04T14:56:34.370693Z,2025-12-04T14:56:41.540566Z,0.0,470.80755464301063,100.0,42,run_20251204T145641_iter97.json
98,bot_obvious,standard,2025-12-04T14:56:43.342057Z,2025-12-04T14:56:52.396995Z,0.0,509.1924611601288,100.0,51,run_20251204T145652_iter98.json
99,bot_obvious,standard,2025-12-04T14:56:54.651851Z,2025-12-04T14:57:02.774706Z,0.0,487.9032547719362,100.0,54,run_20251204T145702_iter99.json
100,bot_obvious,standard,2025-12-04T14:57:04.607211Z,2025-12-04T14:57:12.943607Z,0.0,465.224647166687,100.0,55,run_20251204T145712_iter100.json
1,superhuman,standard,2025-12-04T14:58:50.554653Z,2025-12-04T14:58:58.423837Z,0.0,647.7389819305167,100.0,47,run_20251204T145858_iter1.json
2,superhuman,standard,2025-12-04T14:59:00.121067Z,2025-12-04T14:59:08.008790Z,0.0,751.5272141595786,100.0,45,run_20251204T145908_iter2.json
3,superhuman,standard,2025-12-04T14:59:09.693241Z,2025-12-04T14:59:16.195131Z,0.0,731.0392984022271,100.0,52,run_20251204T145916_iter3.json
4,superhuman,standard,2025-12-04T14:59:17.885613Z,2025-12-04T14:59:26.854308Z,0.0,786.3266061262785,100.0,64,run_20251204T145926_iter4.json
5,superhuman,standard,2025-12-04T14:59:29.071592Z,2025-12-04T14:59:36.426121Z,0.0,797.9672893685276,100.0,46,run_20251204T145936_iter5.json
6,superhuman,standard,2025-12-04T14:59:38.288830Z,2025-12-04T14:59:47.015426Z,0.0,783.2732640690074,100.0,63,run_20251204T145947_iter6.json
7,superhuman,standard,2025-12-04T14:59:48.816649Z,2025-12-04T14:59:56.825814Z,0.0,733.2345258054472,100.0,70,run_20251204T145956_iter7.json
8,superhuman,standard,2025-12-04T14:59:58.588464Z,2025-12-04T15:00:06.334154Z,0.0,752.3588102145956,100.0,54,run_20251204T150006_iter8.json
9,superhuman,standard,2025-12-04T15:00:08.188644Z,2025-12-04T15:00:15.040806Z,0.0,862.1703147052976,100.0,66,run_20251204T150015_iter9.json
10,superhuman,standard,2025-12-04T15:00:16.792133Z,2025-12-04T15:00:23.789707Z,0.0,862.4868881970324,100.0,57,run_20251204T150023_iter10.json
11,superhuman,standard,2025-12-04T15:00:25.553663Z,2025-12-04T15:00:31.974623Z,0.0,714.1369814087399,100.0,58,run_20251204T150031_iter11.json
12,superhuman,standard,2025-12-04T15:00:33.831597Z,2025-12-04T15:00:41.433030Z,0.0,726.6396849617197,100.0,52,run_20251204T150041_iter12.json
13,superhuman,standard,2025-12-04T15:00:43.273648Z,2025-12-04T15:00:50.394583Z,0.0,818.6326637119789,100.0,69,run_20251204T150050_iter13.json
14,superhuman,standard,2025-12-04T15:00:52.208436Z,2025-12-04T15:01:00.358644Z,0.0,719.3638133593352,100.0,54,run_20251204T150100_iter14.json
15,superhuman,standard,2025-12-04T15:01:01.980906Z,2025-12-04T15:01:10.930272Z,0.0,765.2598894400634,100.0,50,run_20251204T150110_iter15.json
16,superhuman,standard,2025-12-04T15:01:13.218023Z,2025-12-04T15:01:20.151624Z,0.0,819.7690224238446,100.0,68,run_20251204T150120_iter16.json
17,superhuman,standard,2025-12-04T15:01:21.888253Z,2025-12-04T15:01:29.518454Z,0.0,829.8889297344987,100.0,61,run_20251204T150129_iter17.json
18,superhuman,standard,2025-12-04T15:01:31.241586Z,2025-12-04T15:01:41.746678Z,0.0,696.3872719306562,100.0,54,run_20251204T150141_iter18.json
19,superhuman,standard,2025-12-04T15:01:43.952323Z,2025-12-04T15:01:52.278588Z,0.0,775.133699639905,100.0,50,run_20251204T150152_iter19.json
20,superhuman,standard,2025-12-04T15:01:53.999150Z,2025-12-04T15:02:01.315376Z,0.0,567.8180764220551,100.0,47,run_20251204T150201_iter20.json
21,superhuman,standard,2025-12-04T15:02:02.938892Z,2025-12-04T15:02:11.938752Z,0.0,709.6734264932311,100.0,45,run_20251204T150211_iter21.json
22,superhuman,standard,2025-12-04T15:02:13.028760Z,2025-12-04T15:02:22.575341Z,0.0,385.51823592536465,100.0,49,run_20251204T150222_iter22.json
23,superhuman,standard,2025-12-04T15:02:24.396734Z,2025-12-04T15:02:31.972185Z,0.0,686.31221112494,100.0,51,run_20251204T150231_iter23.json
24,superhuman,standard,2025-12-04T15:02:33.725999Z,2025-12-04T15:02:42.692311Z,0.0,675.5380337292671,100.0,60,run_20251204T150242_iter24.json
25,superhuman,standard,2025-12-04T15:02:45.190465Z,2025-12-04T15:02:53.221135Z,0.0,696.4293838469096,100.0,51,run_20251204T150253_iter25.json
26,superhuman,standard,2025-12-04T15:02:54.878444Z,2025-12-04T15:03:05.305058Z,0.0,802.22359711273,100.0,69,run_20251204T150305_iter26.json
27,superhuman,standard,2025-12-04T15:03:07.600921Z,2025-12-04T15:03:20.075190Z,0.0,870.2881567344149,100.0,51,run_20251204T150320_iter27.json
28,superhuman,standard,2025-12-04T15:03:22.282744Z,2025-12-04T15:03:30.710578Z,0.0,693.6326251612405,100.0,65,run_20251204T150330_iter28.json
29,superhuman,standard,2025-12-04T15:03:32.458839Z,2025-12-04T15:03:41.641234Z,0.0,716.5295173091756,100.0,57,run_20251204T150341_iter29.json
30,superhuman,standard,2025-12-04T15:03:43.735225Z,2025-12-04T15:03:53.052511Z,0.0,681.254561002059,100.0,51,run_20251204T150353_iter30.json
31,superhuman,standard,2025-12-04T15:03:55.230957Z,2025-12-04T15:04:03.470895Z,0.0,660.0294363282527,100.0,67,run_20251204T150403_iter31.json
32,superhuman,standard,2025-12-04T15:04:05.203094Z,2025-12-04T15:04:13.539929Z,0.0,630.241081546605,100.0,54,run_20251204T150413_iter32.json
33,superhuman,standard,2025-12-04T15:04:15.295271Z,2025-12-04T15:04:24.442709Z,0.0,658.1802337411398,100.0,50,run_20251204T150424_iter33.json
34,superhuman,standard,2025-12-04T15:04:26.665429Z,2025-12-04T15:04:35.731323Z,0.0,696.5391203938625,100.0,57,run_20251204T150435_iter34.json
35,superhuman,standard,2025-12-04T15:04:37.868872Z,2025-12-04T15:04:47.011168Z,0.0,679.1142137025579,100.0,64,run_20251204T150447_iter35.json
36,superhuman,standard,2025-12-04T15:04:49.187229Z,2025-12-04T15:04:55.882691Z,0.0,650.008553095239,100.0,49,run_20251204T150455_iter36.json
37,superhuman,standard,2025-12-04T15:04:57.602564Z,2025-12-04T15:05:05.607568Z,0.0,641.6956518351623,100.0,54,run_20251204T150505_iter37.json
38,superhuman,standard,2025-12-04T15:05:07.345242Z,2025-12-04T15:05:16.652887Z,0.0,704.9592837365901,100.0,47,run_20251204T150516_iter38.json
39,superhuman,standard,2025-12-04T15:05:18.874736Z,2025-12-04T15:05:29.569028Z,0.0,617.7420811813914,100.0,65,run_20251204T150529_iter39.json
40,superhuman,standard,2025-12-04T15:05:31.764804Z,2025-12-04T15:05:40.052471Z,0.0,665.5987183804439,100.0,56,run_20251204T150540_iter40.json
41,superhuman,standard,2025-12-04T15:05:41.818571Z,2025-12-04T15:05:50.697375Z,0.0,680.9941223490547,100.0,51,run_20251204T150550_iter41.json
42,superhuman,standard,2025-12-04T15:05:52.885616Z,2025-12-04T15:06:02.465887Z,0.0,684.261836409697,100.0,73,run_20251204T150602_iter42.json
43,superhuman,standard,2025-12-04T15:06:04.607831Z,2025-12-04T15:06:14.231241Z,0.0,664.9181991122383,100.0,71,run_20251204T150614_iter43.json
44,superhuman,standard,2025-12-04T15:06:16.423496Z,2025-12-04T15:06:24.343061Z,0.0,633.312119385429,100.0,54,run_20251204T150624_iter44.json
45,superhuman,standard,2025-12-04T15:06:26.056704Z,2025-12-04T15:06:36.793513Z,0.0,619.6948841506993,100.0,63,run_20251204T150636_iter45.json
46,superhuman,standard,2025-12-04T15:06:38.982207Z,2025-12-04T15:06:47.825055Z,0.0,667.9931683896193,100.0,51,run_20251204T150647_iter46.json
47,superhuman,standard,2025-12-04T15:06:50.071227Z,2025-12-04T15:06:59.167423Z,0.0,628.8986990292701,100.0,54,run_20251204T150659_iter47.json
48,superhuman,standard,2025-12-04T15:07:01.342047Z,2025-12-04T15:07:09.568649Z,0.0,661.5737394626614,100.0,51,run_20251204T150709_iter48.json
49,superhuman,standard,2025-12-04T15:07:11.280912Z,2025-12-04T15:07:20.476486Z,0.0,688.7724596377228,100.0,50,run_20251204T150720_iter49.json
50,superhuman,standard,2025-12-04T15:07:22.695702Z,2025-12-04T15:07:31.779615Z,0.0,692.2696626610685,100.0,57,run_20251204T150731_iter50.json
51,superhuman,standard,2025-12-04T15:07:33.977198Z,2025-12-04T15:07:41.664124Z,0.0,852.7444802712308,100.0,54,run_20251204T150741_iter51.json
52,superhuman,standard,2025-12-04T15:07:43.310921Z,2025-12-04T15:07:52.214535Z,0.0,850.1137876933932,100.0,81,run_20251204T150752_iter52.json
53,superhuman,standard,2025-12-04T15:07:54.454560Z,2025-12-04T15:08:03.231241Z,0.0,856.7818197293387,100.0,65,run_20251204T150803_iter53.json
54,superhuman,standard,2025-12-04T15:08:04.915616Z,2025-12-04T15:08:13.783902Z,0.0,839.6785466443066,100.0,67,run_20251204T150813_iter54.json
55,superhuman,standard,2025-12-04T15:08:16.008049Z,2025-12-04T15:08:25.035539Z,0.0,801.9356320545667,100.0,64,run_20251204T150825_iter55.json
56,superhuman,standard,2025-12-04T15:08:27.209501Z,2025-12-04T15:08:36.552498Z,0.0,788.8346768162402,100.0,46,run_20251204T150836_iter56.json
57,superhuman,standard,2025-12-04T15:08:38.648900Z,2025-12-04T15:08:47.591306Z,0.0,721.9284454112978,100.0,57,run_20251204T150847_iter57.json
58,superhuman,standard,2025-12-04T15:08:49.767796Z,2025-12-04T15:09:00.612941Z,0.0,600.0537488606619,100.0,53,run_20251204T150900_iter58.json
59,superhuman,standard,2025-12-04T15:09:02.788134Z,2025-12-04T15:09:12.042412Z,0.0,708.3627905138293,100.0,47,run_20251204T150912_iter59.json
60,superhuman,standard,2025-12-04T15:09:14.156058Z,2025-12-04T15:09:24.436073Z,0.0,653.7758962658413,100.0,46,run_20251204T150924_iter60.json
61,superhuman,standard,2025-12-04T15:09:26.649861Z,2025-12-04T15:09:35.855753Z,0.0,680.9134033137332,100.0,50,run_20251204T150935_iter61.json
62,superhuman,standard,2025-12-04T15:09:38.088983Z,2025-12-04T15:09:47.262193Z,0.0,729.2572881023818,100.0,63,run_20251204T150947_iter62.json
63,superhuman,standard,2025-12-04T15:09:49.488974Z,2025-12-04T15:09:58.622667Z,0.0,699.5066236096817,100.0,73,run_20251204T150958_iter63.json
64,superhuman,standard,2025-12-04T15:10:00.779537Z,2025-12-04T15:10:08.651285Z,0.0,701.470035541526,100.0,61,run_20251204T151008_iter64.json
65,superhuman,standard,2025-12-04T15:10:10.460247Z,2025-12-04T15:10:19.624981Z,0.0,700.9288242002361,100.0,54,run_20251204T151019_iter65.json
66,superhuman,standard,2025-12-04T15:10:21.757741Z,2025-12-04T15:10:30.805552Z,0.0,699.8717580429327,100.0,68,run_20251204T151030_iter66.json
67,superhuman,standard,2025-12-04T15:10:32.954782Z,2025-12-04T15:10:43.250568Z,0.0,683.6269043268784,100.0,50,run_20251204T151043_iter67.json
68,superhuman,standard,2025-12-04T15:10:45.489313Z,2025-12-04T15:10:55.911078Z,0.0,709.8899330304768,100.0,55,run_20251204T151055_iter68.json
69,superhuman,standard,2025-12-04T15:10:58.023433Z,2025-12-04T15:11:06.490918Z,0.0,698.0652139082266,100.0,67,run_20251204T151106_iter69.json
70,superhuman,standard,2025-12-04T15:11:08.183329Z,2025-12-04T15:11:16.434048Z,0.0,681.3921302339901,100.0,54,run_20251204T151116_iter70.json
